Sensitivity0,Specificity0,PPV0,NPV0,Accuracy0,Sensitivity1,Specificity1,PPV1,NPV1,Accuracy1,Sensitivity2,Specificity2,PPV2,NPV2,Accuracy2,Sensitivity,Specificity,PPV,NPV,F1_Score,Accuracy,set
0.8778625954198473,0.9079754601226994,0.8846153846153846,0.9024390243902439,0.8945578231292517,0.8639455782312925,0.8639455782312925,0.8639455782312925,0.8639455782312925,0.8639455782312925,0.75,0.9820143884892086,0.7058823529411765,0.9855595667870036,0.9693877551020408,0.9024390243902439,0.8846153846153846,0.9079754601226993,0.8778625954198473,0.8945985930665282,0.8945578231292517,CDR_UMCN_AllFeatures_400
0.8702290076335878,0.901840490797546,0.8769230769230769,0.8963414634146342,0.8877551020408163,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.75,0.9820143884892086,0.7058823529411765,0.9855595667870036,0.9693877551020408,0.8963414634146342,0.8769230769230769,0.901840490797546,0.8702290076335878,0.8877985022966267,0.8877551020408163,CDR_UMCN_AllFeatures_400
0.8778625954198473,0.9079754601226994,0.8846153846153846,0.9024390243902439,0.8945578231292517,0.8639455782312925,0.8639455782312925,0.8639455782312925,0.8639455782312925,0.8639455782312925,0.75,0.9820143884892086,0.7058823529411765,0.9855595667870036,0.9693877551020408,0.9024390243902439,0.8846153846153846,0.9079754601226993,0.8778625954198473,0.8945985930665282,0.8945578231292517,CDR_UMCN_AllFeatures_400
0.8778625954198473,0.9079754601226994,0.8846153846153846,0.9024390243902439,0.8945578231292517,0.8639455782312925,0.8639455782312925,0.8639455782312925,0.8639455782312925,0.8639455782312925,0.75,0.9820143884892086,0.7058823529411765,0.9855595667870036,0.9693877551020408,0.9024390243902439,0.8846153846153846,0.9079754601226993,0.8778625954198473,0.8945985930665282,0.8945578231292517,CDR_UMCN_AllFeatures_400
0.8846153846153846,0.9085365853658537,0.8846153846153846,0.9085365853658537,0.8979591836734694,0.8648648648648649,0.8698630136986302,0.8707482993197279,0.8639455782312925,0.8673469387755102,0.75,0.9820143884892086,0.7058823529411765,0.9855595667870036,0.9693877551020408,0.9085365853658537,0.8846153846153846,0.9085365853658537,0.8846153846153846,0.8979591836734694,0.8979591836734694,CDR_UMCN_AllFeatures_400
0.8712121212121212,0.9074074074074074,0.8846153846153846,0.8963414634146342,0.891156462585034,0.863013698630137,0.8581081081081081,0.8571428571428571,0.8639455782312925,0.8605442176870748,0.75,0.9820143884892086,0.7058823529411765,0.9855595667870036,0.9693877551020408,0.8963414634146342,0.8846153846153846,0.9074074074074073,0.8712121212121212,0.8912380200523051,0.891156462585034,CDR_UMCN_AllFeatures_400
0.8778625954198473,0.9079754601226994,0.8846153846153846,0.9024390243902439,0.8945578231292517,0.8639455782312925,0.8639455782312925,0.8639455782312925,0.8639455782312925,0.8639455782312925,0.75,0.9820143884892086,0.7058823529411765,0.9855595667870036,0.9693877551020408,0.9024390243902439,0.8846153846153846,0.9079754601226993,0.8778625954198473,0.8945985930665282,0.8945578231292517,CDR_UMCN_AllFeatures_400
0.8769230769230769,0.9024390243902439,0.8769230769230769,0.9024390243902439,0.891156462585034,0.8581081081081081,0.863013698630137,0.8639455782312925,0.8571428571428571,0.8605442176870748,0.75,0.9820143884892086,0.7058823529411765,0.9855595667870036,0.9693877551020408,0.9024390243902439,0.8769230769230769,0.9024390243902439,0.8769230769230769,0.891156462585034,0.891156462585034,CDR_UMCN_AllFeatures_400
0.8769230769230769,0.9024390243902439,0.8769230769230769,0.9024390243902439,0.891156462585034,0.8581081081081081,0.863013698630137,0.8639455782312925,0.8571428571428571,0.8605442176870748,0.75,0.9820143884892086,0.7058823529411765,0.9855595667870036,0.9693877551020408,0.9024390243902439,0.8769230769230769,0.9024390243902439,0.8769230769230769,0.891156462585034,0.891156462585034,CDR_UMCN_AllFeatures_400
0.8769230769230769,0.9024390243902439,0.8769230769230769,0.9024390243902439,0.891156462585034,0.8581081081081081,0.863013698630137,0.8639455782312925,0.8571428571428571,0.8605442176870748,0.75,0.9820143884892086,0.7058823529411765,0.9855595667870036,0.9693877551020408,0.9024390243902439,0.8769230769230769,0.9024390243902439,0.8769230769230769,0.891156462585034,0.891156462585034,CDR_UMCN_AllFeatures_400
