Sensitivity0,Specificity0,PPV0,NPV0,Accuracy0,Sensitivity1,Specificity1,PPV1,NPV1,Accuracy1,Sensitivity,Specificity,PPV,NPV,F1_Score,Accuracy,set
0.6589147286821705,0.696969696969697,0.6296296296296297,0.7232704402515723,0.6802721088435374,0.696969696969697,0.6589147286821705,0.7232704402515723,0.6296296296296297,0.6802721088435374,0.696969696969697,0.6589147286821705,0.7232704402515723,0.6296296296296297,0.6809449368973178,0.6802721088435374,CExam_2class_MOCA_400
0.6511627906976745,0.696969696969697,0.6268656716417911,0.71875,0.6768707482993197,0.696969696969697,0.6511627906976745,0.71875,0.6268656716417911,0.6768707482993197,0.696969696969697,0.6511627906976745,0.71875,0.6268656716417911,0.6774567095045095,0.6768707482993197,CExam_2class_MOCA_400
0.6821705426356589,0.6909090909090909,0.6330935251798561,0.7354838709677419,0.6870748299319728,0.6909090909090909,0.6821705426356589,0.7354838709677419,0.6330935251798561,0.6870748299319728,0.6909090909090909,0.6821705426356589,0.7354838709677419,0.6330935251798561,0.6880235303076455,0.6870748299319728,CExam_2class_MOCA_400
0.6589147286821705,0.696969696969697,0.6296296296296297,0.7232704402515723,0.6802721088435374,0.696969696969697,0.6589147286821705,0.7232704402515723,0.6296296296296297,0.6802721088435374,0.696969696969697,0.6589147286821705,0.7232704402515723,0.6296296296296297,0.6809449368973178,0.6802721088435374,CExam_2class_MOCA_400
0.6511627906976745,0.696969696969697,0.6268656716417911,0.71875,0.6768707482993197,0.696969696969697,0.6511627906976745,0.71875,0.6268656716417911,0.6768707482993197,0.696969696969697,0.6511627906976745,0.71875,0.6268656716417911,0.6774567095045095,0.6768707482993197,CExam_2class_MOCA_400
0.6821705426356589,0.6909090909090909,0.6330935251798561,0.7354838709677419,0.6870748299319728,0.6909090909090909,0.6821705426356589,0.7354838709677419,0.6330935251798561,0.6870748299319728,0.6909090909090909,0.6821705426356589,0.7354838709677419,0.6330935251798561,0.6880235303076455,0.6870748299319728,CExam_2class_MOCA_400
0.6666666666666666,0.6909090909090909,0.6277372262773723,0.7261146496815286,0.6802721088435374,0.6909090909090909,0.6666666666666666,0.7261146496815286,0.6277372262773723,0.6802721088435374,0.6909090909090909,0.6666666666666666,0.7261146496815286,0.6277372262773723,0.6811082720109946,0.6802721088435374,CExam_2class_MOCA_400
0.6511627906976745,0.6909090909090909,0.6222222222222222,0.7169811320754716,0.673469387755102,0.6909090909090909,0.6511627906976745,0.7169811320754716,0.6222222222222222,0.673469387755102,0.6909090909090909,0.6511627906976745,0.7169811320754716,0.6222222222222222,0.6741565312993885,0.673469387755102,CExam_2class_MOCA_400
0.6511627906976745,0.696969696969697,0.6268656716417911,0.71875,0.6768707482993197,0.696969696969697,0.6511627906976745,0.71875,0.6268656716417911,0.6768707482993197,0.696969696969697,0.6511627906976745,0.71875,0.6268656716417911,0.6774567095045095,0.6768707482993197,CExam_2class_MOCA_400
0.6589147286821705,0.696969696969697,0.6296296296296297,0.7232704402515723,0.6802721088435374,0.696969696969697,0.6589147286821705,0.7232704402515723,0.6296296296296297,0.6802721088435374,0.696969696969697,0.6589147286821705,0.7232704402515723,0.6296296296296297,0.6809449368973178,0.6802721088435374,CExam_2class_MOCA_400
