Sensitivity0,Specificity0,PPV0,NPV0,Accuracy0,Sensitivity1,Specificity1,PPV1,NPV1,Accuracy1,Sensitivity,Specificity,PPV,NPV,F1_Score,Accuracy,set
0.8294573643410853,0.9272727272727272,0.8991596638655462,0.8742857142857143,0.8843537414965986,0.9272727272727272,0.8294573643410853,0.8742857142857143,0.8991596638655462,0.8843537414965986,0.9272727272727272,0.8294573643410853,0.8742857142857143,0.8991596638655462,0.8837228439763002,0.8843537414965986,CDR_Imp_BorutaSHAP_400
0.8217054263565892,0.9393939393939394,0.9137931034482759,0.8707865168539326,0.8877551020408163,0.9393939393939394,0.8217054263565892,0.8707865168539326,0.9137931034482759,0.8877551020408163,0.9393939393939394,0.8217054263565892,0.8707865168539325,0.9137931034482759,0.8869042660796099,0.8877551020408163,CDR_Imp_BorutaSHAP_400
0.8294573643410853,0.9212121212121213,0.8916666666666667,0.8735632183908046,0.8809523809523809,0.9212121212121213,0.8294573643410853,0.8735632183908046,0.8916666666666667,0.8809523809523809,0.9212121212121213,0.8294573643410853,0.8735632183908046,0.8916666666666667,0.8803811960864953,0.8809523809523809,CDR_Imp_BorutaSHAP_400
0.8449612403100775,0.9393939393939394,0.9159663865546218,0.8857142857142857,0.8979591836734694,0.9393939393939394,0.8449612403100775,0.8857142857142857,0.9159663865546218,0.8979591836734694,0.9393939393939394,0.8449612403100775,0.8857142857142857,0.9159663865546218,0.8974025093908531,0.8979591836734694,CDR_Imp_BorutaSHAP_400
0.8217054263565892,0.9272727272727272,0.8983050847457628,0.8693181818181818,0.8809523809523809,0.9272727272727272,0.8217054263565892,0.8693181818181818,0.8983050847457628,0.8809523809523809,0.9272727272727272,0.8217054263565892,0.8693181818181818,0.8983050847457628,0.8802216459262301,0.8809523809523809,CDR_Imp_BorutaSHAP_400
0.8372093023255814,0.9333333333333333,0.907563025210084,0.88,0.891156462585034,0.9333333333333333,0.8372093023255814,0.88,0.907563025210084,0.891156462585034,0.9333333333333333,0.8372093023255814,0.8799999999999999,0.907563025210084,0.8905626766835766,0.891156462585034,CDR_Imp_BorutaSHAP_400
0.8372093023255814,0.9393939393939394,0.9152542372881356,0.8806818181818182,0.8945578231292517,0.9393939393939394,0.8372093023255814,0.8806818181818182,0.9152542372881356,0.8945578231292517,0.9393939393939394,0.8372093023255814,0.8806818181818182,0.9152542372881356,0.8939106006775182,0.8945578231292517,CDR_Imp_BorutaSHAP_400
0.8294573643410853,0.9333333333333333,0.9067796610169492,0.875,0.8877551020408163,0.9333333333333333,0.8294573643410853,0.875,0.9067796610169492,0.8877551020408163,0.9333333333333333,0.8294573643410853,0.875,0.9067796610169492,0.8870661233018738,0.8877551020408163,CDR_Imp_BorutaSHAP_400
0.8294573643410853,0.9393939393939394,0.9145299145299145,0.8757062146892656,0.891156462585034,0.9393939393939394,0.8294573643410853,0.8757062146892656,0.9145299145299145,0.891156462585034,0.9393939393939394,0.8294573643410853,0.8757062146892657,0.9145299145299145,0.8904112779044009,0.891156462585034,CDR_Imp_BorutaSHAP_400
0.8372093023255814,0.9393939393939394,0.9152542372881356,0.8806818181818182,0.8945578231292517,0.9393939393939394,0.8372093023255814,0.8806818181818182,0.9152542372881356,0.8945578231292517,0.9393939393939394,0.8372093023255814,0.8806818181818182,0.9152542372881356,0.8939106006775182,0.8945578231292517,CDR_Imp_BorutaSHAP_400
0.8527131782945736,0.9272727272727272,0.9016393442622951,0.8895348837209303,0.8945578231292517,0.9272727272727272,0.8527131782945736,0.8895348837209303,0.9016393442622951,0.8945578231292517,0.9272727272727272,0.8527131782945736,0.8895348837209301,0.9016393442622951,0.8941826106824444,0.8945578231292517,CDR_Imp_BorutaSHAP_400
0.8294573643410853,0.9393939393939394,0.9145299145299145,0.8757062146892656,0.891156462585034,0.9393939393939394,0.8294573643410853,0.8757062146892656,0.9145299145299145,0.891156462585034,0.9393939393939394,0.8294573643410853,0.8757062146892657,0.9145299145299145,0.8904112779044009,0.891156462585034,CDR_Imp_BorutaSHAP_400
0.8294573643410853,0.9515151515151515,0.9304347826086956,0.8770949720670391,0.8979591836734694,0.9515151515151515,0.8294573643410853,0.8770949720670391,0.9304347826086956,0.8979591836734694,0.9515151515151515,0.8294573643410853,0.8770949720670391,0.9304347826086956,0.8971081951652181,0.8979591836734694,CDR_Imp_BorutaSHAP_400
