Sensitivity0,Specificity0,PPV0,NPV0,Accuracy0,Sensitivity1,Specificity1,PPV1,NPV1,Accuracy1,Sensitivity,Specificity,PPV,NPV,F1_Score,Accuracy,set
0.7751937984496124,0.6424242424242425,0.6289308176100629,0.7851851851851852,0.7006802721088435,0.6424242424242425,0.7751937984496124,0.7851851851851852,0.6289308176100629,0.7006802721088435,0.6424242424242425,0.7751937984496124,0.7851851851851853,0.6289308176100629,0.7013038548752835,0.7006802721088435,CExam_2class_MMSE_400
0.7751937984496124,0.6484848484848484,0.6329113924050633,0.7867647058823529,0.7040816326530612,0.6484848484848484,0.7751937984496124,0.7867647058823529,0.6329113924050633,0.7040816326530612,0.6484848484848484,0.7751937984496124,0.7867647058823529,0.6329113924050633,0.7047770084453845,0.7040816326530612,CExam_2class_MMSE_400
0.7674418604651163,0.6484848484848484,0.6305732484076433,0.781021897810219,0.7006802721088435,0.6484848484848484,0.7674418604651163,0.781021897810219,0.6305732484076433,0.7006802721088435,0.6484848484848484,0.7674418604651163,0.7810218978102189,0.6305732484076433,0.7014565377857714,0.7006802721088435,CExam_2class_MMSE_400
0.7751937984496124,0.6424242424242425,0.6289308176100629,0.7851851851851852,0.7006802721088435,0.6424242424242425,0.7751937984496124,0.7851851851851852,0.6289308176100629,0.7006802721088435,0.6424242424242425,0.7751937984496124,0.7851851851851853,0.6289308176100629,0.7013038548752835,0.7006802721088435,CExam_2class_MMSE_400
0.7674418604651163,0.6484848484848484,0.6305732484076433,0.781021897810219,0.7006802721088435,0.6484848484848484,0.7674418604651163,0.781021897810219,0.6305732484076433,0.7006802721088435,0.6484848484848484,0.7674418604651163,0.7810218978102189,0.6305732484076433,0.7014565377857714,0.7006802721088435,CExam_2class_MMSE_400
0.7829457364341085,0.6303030303030303,0.6234567901234568,0.7878787878787878,0.6972789115646258,0.6303030303030303,0.7829457364341085,0.7878787878787878,0.6234567901234568,0.6972789115646258,0.6303030303030303,0.7829457364341085,0.7878787878787878,0.6234567901234568,0.6976256711160982,0.6972789115646258,CExam_2class_MMSE_400
0.7751937984496124,0.6424242424242425,0.6289308176100629,0.7851851851851852,0.7006802721088435,0.6424242424242425,0.7751937984496124,0.7851851851851852,0.6289308176100629,0.7006802721088435,0.6424242424242425,0.7751937984496124,0.7851851851851853,0.6289308176100629,0.7013038548752835,0.7006802721088435,CExam_2class_MMSE_400
0.7751937984496124,0.6484848484848484,0.6329113924050633,0.7867647058823529,0.7040816326530612,0.6484848484848484,0.7751937984496124,0.7867647058823529,0.6329113924050633,0.7040816326530612,0.6484848484848484,0.7751937984496124,0.7867647058823529,0.6329113924050633,0.7047770084453845,0.7040816326530612,CExam_2class_MMSE_400
0.7751937984496124,0.6424242424242425,0.6289308176100629,0.7851851851851852,0.7006802721088435,0.6424242424242425,0.7751937984496124,0.7851851851851852,0.6289308176100629,0.7006802721088435,0.6424242424242425,0.7751937984496124,0.7851851851851853,0.6289308176100629,0.7013038548752835,0.7006802721088435,CExam_2class_MMSE_400
0.7751937984496124,0.6424242424242425,0.6289308176100629,0.7851851851851852,0.7006802721088435,0.6424242424242425,0.7751937984496124,0.7851851851851852,0.6289308176100629,0.7006802721088435,0.6424242424242425,0.7751937984496124,0.7851851851851853,0.6289308176100629,0.7013038548752835,0.7006802721088435,CExam_2class_MMSE_400
