Sensitivity0,Specificity0,PPV0,NPV0,Accuracy0,Sensitivity1,Specificity1,PPV1,NPV1,Accuracy1,Sensitivity2,Specificity2,PPV2,NPV2,Accuracy2,Sensitivity,Specificity,PPV,NPV,F1_Score,Accuracy,set
0.8692307692307693,0.9024390243902439,0.875968992248062,0.896969696969697,0.8877551020408163,0.8571428571428571,0.8503401360544217,0.8513513513513513,0.8561643835616438,0.8537414965986394,0.7058823529411765,0.9819494584837545,0.7058823529411765,0.9819494584837545,0.9659863945578231,0.9024390243902439,0.8692307692307693,0.896969696969697,0.875968992248062,0.887708997999923,0.8877551020408163,CDR_UMCN_BorutaSHAP_400
0.8846153846153846,0.8963414634146342,0.8712121212121212,0.9074074074074074,0.891156462585034,0.8571428571428571,0.8639455782312925,0.863013698630137,0.8581081081081081,0.8605442176870748,0.7058823529411765,0.9855595667870036,0.75,0.9820143884892086,0.9693877551020408,0.8963414634146342,0.8846153846153846,0.9074074074074073,0.8712121212121212,0.8912380200523051,0.891156462585034,CDR_UMCN_BorutaSHAP_400
0.8692307692307693,0.8902439024390244,0.8625954198473282,0.8957055214723927,0.8809523809523809,0.8435374149659864,0.8503401360544217,0.8493150684931506,0.8445945945945946,0.8469387755102041,0.7058823529411765,0.9819494584837545,0.7058823529411765,0.9819494584837545,0.9659863945578231,0.8902439024390244,0.8692307692307693,0.8957055214723927,0.8625954198473282,0.8809984115267254,0.8809523809523809,CDR_UMCN_BorutaSHAP_400
0.8769230769230769,0.9024390243902439,0.8769230769230769,0.9024390243902439,0.891156462585034,0.8639455782312925,0.8571428571428571,0.8581081081081081,0.863013698630137,0.8605442176870748,0.7058823529411765,0.9855595667870036,0.75,0.9820143884892086,0.9693877551020408,0.9024390243902439,0.8769230769230769,0.9024390243902439,0.8769230769230769,0.891156462585034,0.891156462585034,CDR_UMCN_BorutaSHAP_400
0.8769230769230769,0.9085365853658537,0.8837209302325582,0.9030303030303031,0.8945578231292517,0.8639455782312925,0.8571428571428571,0.8581081081081081,0.863013698630137,0.8605442176870748,0.7058823529411765,0.9819494584837545,0.7058823529411765,0.9819494584837545,0.9659863945578231,0.9085365853658537,0.8769230769230769,0.903030303030303,0.8837209302325582,0.894514513272655,0.8945578231292517,CDR_UMCN_BorutaSHAP_400
0.8846153846153846,0.8963414634146342,0.8712121212121212,0.9074074074074074,0.891156462585034,0.8435374149659864,0.8639455782312925,0.8611111111111112,0.8466666666666667,0.8537414965986394,0.7058823529411765,0.9783393501805054,0.6666666666666666,0.9818840579710145,0.9625850340136054,0.8963414634146342,0.8846153846153846,0.9074074074074073,0.8712121212121212,0.8912380200523051,0.891156462585034,CDR_UMCN_BorutaSHAP_400
0.8769230769230769,0.9085365853658537,0.8837209302325582,0.9030303030303031,0.8945578231292517,0.8639455782312925,0.8571428571428571,0.8581081081081081,0.863013698630137,0.8605442176870748,0.7058823529411765,0.9819494584837545,0.7058823529411765,0.9819494584837545,0.9659863945578231,0.9085365853658537,0.8769230769230769,0.903030303030303,0.8837209302325582,0.894514513272655,0.8945578231292517,CDR_UMCN_BorutaSHAP_400
0.8769230769230769,0.8902439024390244,0.8636363636363636,0.9012345679012346,0.8843537414965986,0.8503401360544217,0.8571428571428571,0.8561643835616438,0.8513513513513513,0.8537414965986394,0.7058823529411765,0.9855595667870036,0.75,0.9820143884892086,0.9693877551020408,0.8902439024390244,0.8769230769230769,0.9012345679012347,0.8636363636363636,0.8844403963055743,0.8843537414965986,CDR_UMCN_BorutaSHAP_400
0.8846153846153846,0.9024390243902439,0.8778625954198473,0.9079754601226994,0.8945578231292517,0.8639455782312925,0.8639455782312925,0.8639455782312925,0.8639455782312925,0.8639455782312925,0.7058823529411765,0.9855595667870036,0.75,0.9820143884892086,0.9693877551020408,0.9024390243902439,0.8846153846153846,0.9079754601226993,0.8778625954198473,0.8945985930665282,0.8945578231292517,CDR_UMCN_BorutaSHAP_400
0.9,0.9024390243902439,0.8796992481203008,0.9192546583850931,0.9013605442176871,0.8571428571428571,0.8775510204081632,0.875,0.86,0.8673469387755102,0.7058823529411765,0.9819494584837545,0.7058823529411765,0.9819494584837545,0.9659863945578231,0.9024390243902439,0.9,0.9192546583850932,0.8796992481203008,0.9014678676384271,0.9013605442176871,CDR_UMCN_BorutaSHAP_400
